costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,fyr,fic,seq,ni,nit,prcc_f
A,USD,STD,INDL,C,MRK,2025-12-31,007257,MERCK & CO INC,12,USA,52606.0000,18254.0000,,105.260000000000
A,USD,STD,INDL,C,MSFT,2010-06-30,012141,MICROSOFT CORP,6,USA,46175.0000,18760.0000,,23.010000000000
A,USD,STD,INDL,C,MSFT,2011-06-30,012141,MICROSOFT CORP,6,USA,57083.0000,23150.0000,,26.000000000000
A,USD,STD,INDL,C,MSFT,2012-06-30,012141,MICROSOFT CORP,6,USA,66363.0000,16978.0000,,30.590000000000
A,USD,STD,INDL,C,MSFT,2013-06-30,012141,MICROSOFT CORP,6,USA,78944.0000,21863.0000,,34.545000000000
A,USD,STD,INDL,C,MSFT,2014-06-30,012141,MICROSOFT CORP,6,USA,89784.0000,22074.0000,,41.700000000000
A,USD,STD,INDL,C,MSFT,2015-06-30,012141,MICROSOFT CORP,6,USA,80083.0000,12193.0000,,44.150000000000
A,USD,STD,INDL,C,MSFT,2016-06-30,012141,MICROSOFT CORP,6,USA,71997.0000,16798.0000,,51.170000000000
A,USD,STD,INDL,C,MSFT,2017-06-30,012141,MICROSOFT CORP,6,USA,72394.0000,21204.0000,,68.930000000000
A,USD,STD,INDL,C,MSFT,2018-06-30,012141,MICROSOFT CORP,6,USA,82718.0000,16571.0000,,98.610000000000
A,USD,STD,INDL,C,MSFT,2019-06-30,012141,MICROSOFT CORP,6,USA,102330.0000,39240.0000,,133.960000000000
A,USD,STD,INDL,C,MSFT,2020-06-30,012141,MICROSOFT CORP,6,USA,118304.0000,44281.0000,,203.510000000000
A,USD,STD,INDL,C,MSFT,2021-06-30,012141,MICROSOFT CORP,6,USA,141988.0000,61271.0000,,270.900000000000
A,USD,STD,INDL,C,MSFT,2022-06-30,012141,MICROSOFT CORP,6,USA,166542.0000,72738.0000,,256.830000000000
A,USD,STD,INDL,C,MSFT,2023-06-30,012141,MICROSOFT CORP,6,USA,206223.0000,72361.0000,,340.540000000000
A,USD,STD,INDL,C,MSFT,2024-06-30,012141,MICROSOFT CORP,6,USA,268477.0000,88136.0000,,446.950000000000
A,USD,STD,INDL,C,MSFT,2025-06-30,012141,MICROSOFT CORP,6,USA,343479.0000,101832.0000,,497.410000000000
A,USD,STD,INDL,C,NFLX,2010-12-31,147579,NETFLIX INC,12,USA,290.1640,160.8530,,175.700000000000
A,USD,STD,INDL,C,NFLX,2011-12-31,147579,NETFLIX INC,12,USA,642.8100,226.1260,,69.290000000000
A,USD,STD,INDL,C,NFLX,2012-12-31,147579,NETFLIX INC,12,USA,744.6730,17.1520,,92.590000000000
A,USD,STD,INDL,C,NFLX,2013-12-31,147579,NETFLIX INC,12,USA,1333.5610,112.4030,,368.170000000000
A,USD,STD,INDL,C,NFLX,2014-12-31,147579,NETFLIX INC,12,USA,1857.7080,266.7990,,341.610000000000
A,USD,STD,INDL,C,NFLX,2015-12-31,147579,NETFLIX INC,12,USA,2223.4260,122.6410,,114.380000000000
A,USD,STD,INDL,C,NFLX,2016-12-31,147579,NETFLIX INC,12,USA,2679.8000,186.6780,,123.800000000000
A,USD,STD,INDL,C,NFLX,2017-12-31,147579,NETFLIX INC,12,USA,3581.9560,558.9290,,191.960000000000
A,USD,STD,INDL,C,NFLX,2018-12-31,147579,NETFLIX INC,12,USA,5238.7650,1211.2420,,267.660000000000
A,USD,STD,INDL,C,NFLX,2019-12-31,147579,NETFLIX INC,12,USA,7582.1570,1866.9160,,323.570000000000
A,USD,STD,INDL,C,NFLX,2020-12-31,147579,NETFLIX INC,12,USA,11065.2400,2761.3950,,540.730000000000
A,USD,STD,INDL,C,NFLX,2021-12-31,147579,NETFLIX INC,12,USA,15849.2480,5116.2280,,602.440000000000
A,USD,STD,INDL,C,NFLX,2022-12-31,147579,NETFLIX INC,12,USA,20777.4010,4491.9240,,294.880000000000
A,USD,STD,INDL,C,NFLX,2023-12-31,147579,NETFLIX INC,12,USA,20588.3130,5407.9900,,486.880000000000
A,USD,STD,INDL,C,NFLX,2024-12-31,147579,NETFLIX INC,12,USA,24743.5670,8711.6310,,891.320000000000
A,USD,STD,INDL,C,NFLX,2025-12-31,147579,NETFLIX INC,12,USA,26615.4880,10981.2010,,93.760000000000
A,USD,STD,INDL,C,NVDA,2010-01-31,117768,NVIDIA CORP,1,USA,2665.1400,-67.9870,,15.390000000000
A,USD,STD,INDL,C,NVDA,2011-01-31,117768,NVIDIA CORP,1,USA,3181.4620,253.1460,,23.920000000000
A,USD,STD,INDL,C,NVDA,2012-01-31,117768,NVIDIA CORP,1,USA,4145.7240,581.0900,,14.770000000000
A,USD,STD,INDL,C,NVDA,2013-01-31,117768,NVIDIA CORP,1,USA,4827.7030,562.5360,,12.260000000000
A,USD,STD,INDL,C,NVDA,2014-01-31,117768,NVIDIA CORP,1,USA,4456.3980,439.9900,,15.700000000000
A,USD,STD,INDL,C,NVDA,2015-01-31,117768,NVIDIA CORP,1,USA,4417.9820,630.5870,,19.205000000000
A,USD,STD,INDL,C,NVDA,2016-01-31,117768,NVIDIA CORP,1,USA,4469.0000,614.0000,,29.290000000000
A,USD,STD,INDL,C,NVDA,2017-01-31,117768,NVIDIA CORP,1,USA,5762.0000,1666.0000,,109.180000000000
A,USD,STD,INDL,C,NVDA,2018-01-31,117768,NVIDIA CORP,1,USA,7471.0000,3047.0000,,245.800000000000
A,USD,STD,INDL,C,NVDA,2019-01-31,117768,NVIDIA CORP,1,USA,9342.0000,4141.0000,,143.750000000000
A,USD,STD,INDL,C,NVDA,2020-01-31,117768,NVIDIA CORP,1,USA,12204.0000,2796.0000,,236.430000000000
A,USD,STD,INDL,C,NVDA,2021-01-31,117768,NVIDIA CORP,1,USA,16893.0000,4332.0000,,519.590000000000
A,USD,STD,INDL,C,NVDA,2022-01-31,117768,NVIDIA CORP,1,USA,26612.0000,9752.0000,,244.860000000000
A,USD,STD,INDL,C,NVDA,2023-01-31,117768,NVIDIA CORP,1,USA,22101.0000,4368.0000,,195.370000000000
A,USD,STD,INDL,C,NVDA,2024-01-31,117768,NVIDIA CORP,1,USA,42978.0000,29760.0000,,615.270000000000
A,USD,STD,INDL,C,NVDA,2025-01-31,117768,NVIDIA CORP,1,USA,79327.0000,72880.0000,,120.070000000000
A,USD,STD,INDL,C,NVDA,2026-01-31,117768,NVIDIA CORP,1,USA,157293.0000,120067.0000,,191.130000000000
A,USD,STD,INDL,C,PEP,2010-12-31,008479,PEPSICO INC,12,USA,21164.0000,6320.0000,,65.330000000000
A,USD,STD,INDL,C,PEP,2011-12-31,008479,PEPSICO INC,12,USA,20588.0000,6443.0000,,66.350000000000
A,USD,STD,INDL,C,PEP,2012-12-31,008479,PEPSICO INC,12,USA,22294.0000,6178.0000,,68.430000000000
A,USD,STD,INDL,C,PEP,2013-12-31,008479,PEPSICO INC,12,USA,24279.0000,6740.0000,,82.940000000000
A,USD,STD,INDL,C,PEP,2014-12-31,008479,PEPSICO INC,12,USA,17438.0000,6513.0000,,94.560000000000
A,USD,STD,INDL,C,PEP,2015-12-31,008479,PEPSICO INC,12,USA,11923.0000,5452.0000,,99.920000000000
A,USD,STD,INDL,C,PEP,2016-12-31,008479,PEPSICO INC,12,USA,11095.0000,6329.0000,,104.630000000000
A,USD,STD,INDL,C,PEP,2017-12-31,008479,PEPSICO INC,12,USA,10889.0000,4857.0000,,119.920000000000
A,USD,STD,INDL,C,PEP,2018-12-31,008479,PEPSICO INC,12,USA,14518.0000,12515.0000,,110.480000000000
A,USD,STD,INDL,C,PEP,2019-12-31,008479,PEPSICO INC,12,USA,14786.0000,7314.0000,,136.670000000000
A,USD,STD,INDL,C,PEP,2020-12-31,008479,PEPSICO INC,12,USA,13454.0000,7120.0000,,148.300000000000
A,USD,STD,INDL,C,PEP,2021-12-31,008479,PEPSICO INC,12,USA,16043.0000,7618.0000,,173.710000000000
A,USD,STD,INDL,C,PEP,2022-12-31,008479,PEPSICO INC,12,USA,17149.0000,8910.0000,,180.660000000000
A,USD,STD,INDL,C,PEP,2023-12-31,008479,PEPSICO INC,12,USA,18503.0000,9074.0000,,169.840000000000
A,USD,STD,INDL,C,PEP,2024-12-31,008479,PEPSICO INC,12,USA,18041.0000,9578.0000,,152.060000000000
A,USD,STD,INDL,C,PEP,2025-12-31,008479,PEPSICO INC,12,USA,20406.0000,8240.0000,,143.520000000000
A,USD,STD,INDL,C,PFE,2010-12-31,008530,PFIZER INC,12,USA,87813.0000,8257.0000,,17.510000000000
A,USD,STD,INDL,C,PFE,2011-12-31,008530,PFIZER INC,12,USA,82190.0000,10009.0000,,21.640000000000
A,USD,STD,INDL,C,PFE,2012-12-31,008530,PFIZER INC,12,USA,81260.0000,14570.0000,,25.079300000000
A,USD,STD,INDL,C,PFE,2013-12-31,008530,PFIZER INC,12,USA,76307.0000,22003.0000,,30.630000000000
A,USD,STD,INDL,C,PFE,2014-12-31,008530,PFIZER INC,12,USA,71301.0000,9136.0000,,31.150000000000
A,USD,STD,INDL,C,PFE,2015-12-31,008530,PFIZER INC,12,USA,64720.0000,6960.0000,,32.280000000000
A,USD,STD,INDL,C,PFE,2016-12-31,008530,PFIZER INC,12,USA,59544.0000,7215.0000,,32.480000000000
A,USD,STD,INDL,C,PFE,2017-12-31,008530,PFIZER INC,12,USA,71308.0000,21308.0000,,36.220000000000
A,USD,STD,INDL,C,PFE,2018-12-31,008530,PFIZER INC,12,USA,63407.0000,11153.0000,,43.650000000000
A,USD,STD,INDL,C,PFE,2019-12-31,008530,PFIZER INC,12,USA,63143.0000,16273.0000,,39.180000000000
A,USD,STD,INDL,C,PFE,2020-12-31,008530,PFIZER INC,12,USA,63238.0000,9616.0000,,36.810000000000
A,USD,STD,INDL,C,PFE,2021-12-31,008530,PFIZER INC,12,USA,77201.0000,21979.0000,,59.050000000000
A,USD,STD,INDL,C,PFE,2022-12-31,008530,PFIZER INC,12,USA,95661.0000,31372.0000,,51.240000000000
A,USD,STD,INDL,C,PFE,2023-12-31,008530,PFIZER INC,12,USA,89014.0000,2119.0000,,28.790000000000
A,USD,STD,INDL,C,PFE,2024-12-31,008530,PFIZER INC,12,USA,88203.0000,8031.0000,,26.530000000000
A,USD,STD,INDL,C,PFE,2025-12-31,008530,PFIZER INC,12,USA,86476.0000,7771.0000,,24.900000000000
A,USD,STD,INDL,C,TSLA,2010-12-31,184996,TESLA INC,12,USA,207.0480,-154.3280,,26.630000000000
A,USD,STD,INDL,C,TSLA,2011-12-31,184996,TESLA INC,12,USA,224.0450,-254.4110,,28.560000000000
A,USD,STD,INDL,C,TSLA,2012-12-31,184996,TESLA INC,12,USA,124.7000,-396.2130,,33.870000000000
A,USD,STD,INDL,C,TSLA,2013-12-31,184996,TESLA INC,12,USA,667.1200,-74.0140,,150.429000000000
A,USD,STD,INDL,C,TSLA,2014-12-31,184996,TESLA INC,12,USA,969.9060,-294.0400,,222.410000000000
A,USD,STD,INDL,C,TSLA,2015-12-31,184996,TESLA INC,12,USA,1130.9890,-888.6630,,240.010000000000
A,USD,STD,INDL,C,TSLA,2016-12-31,184996,TESLA INC,12,USA,4761.6950,-674.9140,,213.690000000000
A,USD,STD,INDL,C,TSLA,2017-12-31,184996,TESLA INC,12,USA,4237.3120,-1961.4000,,311.350000000000
A,USD,STD,INDL,C,TSLA,2018-12-31,184996,TESLA INC,12,USA,4923.2430,-976.0910,,332.800000000000
A,USD,STD,INDL,C,TSLA,2019-12-31,184996,TESLA INC,12,USA,6618.0000,-862.0000,,418.330000000000
A,USD,STD,INDL,C,TSLA,2020-12-31,184996,TESLA INC,12,USA,22225.0000,721.0000,,705.670000000000
A,USD,STD,INDL,C,TSLA,2021-12-31,184996,TESLA INC,12,USA,30189.0000,5519.0000,,1056.780000000000
A,USD,STD,INDL,C,TSLA,2022-12-31,184996,TESLA INC,12,USA,44704.0000,12556.0000,,123.180000000000
A,USD,STD,INDL,C,TSLA,2023-12-31,184996,TESLA INC,12,USA,62634.0000,14997.0000,,248.480000000000
A,USD,STD,INDL,C,TSLA,2024-12-31,184996,TESLA INC,12,USA,72913.0000,7091.0000,,403.840000000000
A,USD,STD,INDL,C,TSLA,2025-12-31,184996,TESLA INC,12,USA,82137.0000,3794.0000,,449.720000000000
A,USD,STD,FS,C,UNH,2010-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,25825.0000,,0.0000,36.110000000000
A,USD,STD,INDL,C,UNH,2010-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,25825.0000,4634.0000,,36.110000000000
A,USD,STD,FS,C,UNH,2011-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,28292.0000,,0.0000,50.680000000000
A,USD,STD,INDL,C,UNH,2011-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,28292.0000,5142.0000,,50.680000000000
A,USD,STD,FS,C,UNH,2012-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,31178.0000,,0.0000,54.240000000000
A,USD,STD,INDL,C,UNH,2012-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,31178.0000,5526.0000,,54.240000000000
A,USD,STD,FS,C,UNH,2013-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,32149.0000,,0.0000,75.300000000000
A,USD,STD,INDL,C,UNH,2013-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,32149.0000,5625.0000,,75.300000000000
A,USD,STD,FS,C,UNH,2014-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,32454.0000,,0.0000,101.090000000000
A,USD,STD,INDL,C,UNH,2014-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,32454.0000,5619.0000,,101.090000000000
A,USD,STD,FS,C,UNH,2015-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,33830.0000,,0.0000,117.640000000000
A,USD,STD,INDL,C,UNH,2015-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,33830.0000,5813.0000,,117.640000000000
A,USD,STD,FS,C,UNH,2016-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,38274.0000,,0.0000,160.040000000000
A,USD,STD,INDL,C,UNH,2016-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,38274.0000,7017.0000,,160.040000000000
A,USD,STD,FS,C,UNH,2017-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,47776.0000,,0.0000,220.460000000000
A,USD,STD,INDL,C,UNH,2017-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,47776.0000,10558.0000,,220.460000000000
A,USD,STD,FS,C,UNH,2018-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,51696.0000,,0.0000,249.120000000000
A,USD,STD,INDL,C,UNH,2018-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,51696.0000,11986.0000,,249.120000000000
A,USD,STD,FS,C,UNH,2019-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,57616.0000,,0.0000,293.980000000000
A,USD,STD,INDL,C,UNH,2019-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,57616.0000,13839.0000,,293.980000000000
A,USD,STD,FS,C,UNH,2020-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,65491.0000,,0.0000,350.680000000000
A,USD,STD,INDL,C,UNH,2020-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,65491.0000,15403.0000,,350.680000000000
A,USD,STD,FS,C,UNH,2021-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,71760.0000,,0.0000,502.140000000000
A,USD,STD,INDL,C,UNH,2021-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,71760.0000,17285.0000,,502.140000000000
A,USD,STD,FS,C,UNH,2022-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,77772.0000,,0.0000,530.180000000000
A,USD,STD,INDL,C,UNH,2022-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,77772.0000,20120.0000,,530.180000000000
A,USD,STD,FS,C,UNH,2023-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,88756.0000,,0.0000,526.470000000000
A,USD,STD,INDL,C,UNH,2023-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,88756.0000,22381.0000,,526.470000000000
A,USD,STD,FS,C,UNH,2024-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,92658.0000,,0.0000,505.860000000000
A,USD,STD,INDL,C,UNH,2024-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,92658.0000,14405.0000,,505.860000000000
A,USD,STD,FS,C,UNH,2025-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,94110.0000,,0.0000,330.110000000000
A,USD,STD,INDL,C,UNH,2025-12-31,010903,UNITEDHEALTH GROUP INC,12,USA,94110.0000,12056.0000,,330.110000000000
A,USD,STD,INDL,C,VZ,2010-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,38569.0000,2549.0000,,35.780000000000
A,USD,STD,INDL,C,VZ,2011-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,35970.0000,2404.0000,,40.120000000000
A,USD,STD,INDL,C,VZ,2012-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,33157.0000,875.0000,,43.270000000000
A,USD,STD,INDL,C,VZ,2013-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,38836.0000,11497.0000,,49.140000000000
A,USD,STD,INDL,C,VZ,2014-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,12298.0000,9625.0000,,46.780000000000
A,USD,STD,INDL,C,VZ,2015-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,16428.0000,17879.0000,,46.220000000000
A,USD,STD,INDL,C,VZ,2016-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,22524.0000,13127.0000,,53.380000000000
A,USD,STD,INDL,C,VZ,2017-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,43096.0000,30101.0000,,52.930000000000
A,USD,STD,INDL,C,VZ,2018-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,53145.0000,15528.0000,,56.220000000000
A,USD,STD,INDL,C,VZ,2019-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,61395.0000,19265.0000,,61.400000000000
A,USD,STD,INDL,C,VZ,2020-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,67842.0000,17801.0000,,58.750000000000
A,USD,STD,INDL,C,VZ,2021-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,81790.0000,22065.0000,,51.960000000000
A,USD,STD,INDL,C,VZ,2022-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,91144.0000,21256.0000,,39.400000000000
A,USD,STD,INDL,C,VZ,2023-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,92430.0000,11614.0000,,37.700000000000
A,USD,STD,INDL,C,VZ,2024-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,99237.0000,17506.0000,,39.990000000000
A,USD,STD,INDL,C,VZ,2025-12-31,002136,VERIZON COMMUNICATIONS INC,12,USA,104460.0000,17174.0000,,40.730000000000
A,USD,STD,FS,C,WFC,2010-12-31,008007,WELLS FARGO & CO,12,USA,126408.0000,,,30.990000000000
A,USD,STD,INDL,C,WFC,2010-12-31,008007,WELLS FARGO & CO,12,USA,126408.0000,12362.0000,,30.990000000000
A,USD,STD,FS,C,WFC,2011-12-31,008007,WELLS FARGO & CO,12,USA,140241.0000,,,27.560000000000
A,USD,STD,INDL,C,WFC,2011-12-31,008007,WELLS FARGO & CO,12,USA,140241.0000,15869.0000,,27.560000000000
A,USD,STD,FS,C,WFC,2012-12-31,008007,WELLS FARGO & CO,12,USA,157554.0000,,,34.180000000000
A,USD,STD,INDL,C,WFC,2012-12-31,008007,WELLS FARGO & CO,12,USA,157554.0000,18897.0000,,34.180000000000
A,USD,STD,FS,C,WFC,2013-12-31,008007,WELLS FARGO & CO,12,USA,170142.0000,,,45.400000000000
A,USD,STD,INDL,C,WFC,2013-12-31,008007,WELLS FARGO & CO,12,USA,170142.0000,21878.0000,,45.400000000000
A,USD,STD,FS,C,WFC,2014-12-31,008007,WELLS FARGO & CO,12,USA,184394.0000,,,54.820000000000
A,USD,STD,INDL,C,WFC,2014-12-31,008007,WELLS FARGO & CO,12,USA,184394.0000,23057.0000,,54.820000000000
A,USD,STD,FS,C,WFC,2015-12-31,008007,WELLS FARGO & CO,12,USA,193132.0000,,,54.360000000000
A,USD,STD,INDL,C,WFC,2015-12-31,008007,WELLS FARGO & CO,12,USA,193132.0000,22894.0000,,54.360000000000
A,USD,STD,FS,C,WFC,2016-12-31,008007,WELLS FARGO & CO,12,USA,199581.0000,,,55.110000000000
A,USD,STD,INDL,C,WFC,2016-12-31,008007,WELLS FARGO & CO,12,USA,199581.0000,21938.0000,,55.110000000000
A,USD,STD,FS,C,WFC,2017-12-31,008007,WELLS FARGO & CO,12,USA,206936.0000,,,60.670000000000
A,USD,STD,INDL,C,WFC,2017-12-31,008007,WELLS FARGO & CO,12,USA,206936.0000,22183.0000,,60.670000000000
A,USD,STD,FS,C,WFC,2018-12-31,008007,WELLS FARGO & CO,12,USA,196166.0000,,,46.080000000000
A,USD,STD,INDL,C,WFC,2018-12-31,008007,WELLS FARGO & CO,12,USA,196166.0000,22393.0000,,46.080000000000
A,USD,STD,FS,C,WFC,2019-12-31,008007,WELLS FARGO & CO,12,USA,187146.0000,,,53.800000000000
A,USD,STD,INDL,C,WFC,2019-12-31,008007,WELLS FARGO & CO,12,USA,187146.0000,19549.0000,,53.800000000000
A,USD,STD,FS,C,WFC,2020-12-31,008007,WELLS FARGO & CO,12,USA,184887.0000,,,30.180000000000
A,USD,STD,INDL,C,WFC,2020-12-31,008007,WELLS FARGO & CO,12,USA,184887.0000,3301.0000,,30.180000000000
A,USD,STD,FS,C,WFC,2021-12-31,008007,WELLS FARGO & CO,12,USA,187606.0000,,,47.980000000000
A,USD,STD,INDL,C,WFC,2021-12-31,008007,WELLS FARGO & CO,12,USA,187606.0000,21548.0000,,47.980000000000
A,USD,STD,FS,C,WFC,2022-12-31,008007,WELLS FARGO & CO,12,USA,179889.0000,,,41.290000000000
A,USD,STD,INDL,C,WFC,2022-12-31,008007,WELLS FARGO & CO,12,USA,179889.0000,13182.0000,,41.290000000000
A,USD,STD,FS,C,WFC,2023-12-31,008007,WELLS FARGO & CO,12,USA,185735.0000,,,49.220000000000
A,USD,STD,INDL,C,WFC,2023-12-31,008007,WELLS FARGO & CO,12,USA,185735.0000,19142.0000,,49.220000000000
A,USD,STD,FS,C,WFC,2024-12-31,008007,WELLS FARGO & CO,12,USA,179120.0000,,,70.240000000000
A,USD,STD,INDL,C,WFC,2024-12-31,008007,WELLS FARGO & CO,12,USA,179120.0000,19722.0000,,70.240000000000
A,USD,STD,FS,C,WFC,2025-12-31,008007,WELLS FARGO & CO,12,USA,181117.0000,,,93.200000000000
A,USD,STD,INDL,C,WFC,2025-12-31,008007,WELLS FARGO & CO,12,USA,181117.0000,21338.0000,,93.200000000000
A,USD,STD,INDL,C,XOM,2010-12-31,004503,EXXON MOBIL CORP,12,USA,146839.0000,30460.0000,,73.120000000000
A,USD,STD,INDL,C,XOM,2011-12-31,004503,EXXON MOBIL CORP,12,USA,154396.0000,41060.0000,,84.760000000000
A,USD,STD,INDL,C,XOM,2012-12-31,004503,EXXON MOBIL CORP,12,USA,165863.0000,44880.0000,,86.550000000000
A,USD,STD,INDL,C,XOM,2013-12-31,004503,EXXON MOBIL CORP,12,USA,174003.0000,32580.0000,,101.200000000000
A,USD,STD,INDL,C,XOM,2014-12-31,004503,EXXON MOBIL CORP,12,USA,174399.0000,32520.0000,,92.450000000000
A,USD,STD,INDL,C,XOM,2015-12-31,004503,EXXON MOBIL CORP,12,USA,170811.0000,16150.0000,,77.950000000000
A,USD,STD,INDL,C,XOM,2016-12-31,004503,EXXON MOBIL CORP,12,USA,167325.0000,7840.0000,,90.260000000000
A,USD,STD,INDL,C,XOM,2017-12-31,004503,EXXON MOBIL CORP,12,USA,187688.0000,19710.0000,,83.640000000000
A,USD,STD,INDL,C,XOM,2018-12-31,004503,EXXON MOBIL CORP,12,USA,191794.0000,20840.0000,,68.190000000000
A,USD,STD,INDL,C,XOM,2019-12-31,004503,EXXON MOBIL CORP,12,USA,191650.0000,14340.0000,,69.780000000000
A,USD,STD,INDL,C,XOM,2020-12-31,004503,EXXON MOBIL CORP,12,USA,157150.0000,-22440.0000,,41.220000000000
A,USD,STD,INDL,C,XOM,2021-12-31,004503,EXXON MOBIL CORP,12,USA,168577.0000,23040.0000,,61.190000000000
A,USD,STD,INDL,C,XOM,2022-12-31,004503,EXXON MOBIL CORP,12,USA,195049.0000,55740.0000,,110.300000000000
A,USD,STD,INDL,C,XOM,2023-12-31,004503,EXXON MOBIL CORP,12,USA,204802.0000,36010.0000,,99.980000000000
A,USD,STD,INDL,C,XOM,2024-12-31,004503,EXXON MOBIL CORP,12,USA,263705.0000,33680.0000,,107.570000000000
A,USD,STD,INDL,C,XOM,2025-12-31,004503,EXXON MOBIL CORP,12,USA,259386.0000,28844.0000,,120.340000000000
